Subject,LearningCondition,Order,Block,Trial,Item,Translation,Correct,CorrectVowel,CorrectLiberal,Note,WSTRight,WSTWrong,EnglishHits,EnglishCR,EnglishScore,FrenchHits,FrenchCR,FrenchScore,NrLangs,Sex,Age,StudyProgramme,LanguageExpert,NativeLanguage,OtherLanguages,SwissGerman,ModelTranslation,SUBTLEX,Zipf,Category,LevStringGer,POS,LevDist
S18,ij-ei,TestOrderB,Training,3,lijk,leise,no,yes,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Leiche,61.77,4.7878091578,ij cognate,leiche,N,0.5714285714
S18,ij-ei,TestOrderB,Training,4,venster,fenster,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Fenster,84.18,4.9221668264,other cognate,fenster,N,0.125
S18,ij-ei,TestOrderB,Training,5,kracht,krachen,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Kraft,100.56,4.9993500977,other cognate,kraft,N,0.2857142857
S18,ij-ei,TestOrderB,Training,6,zweten,zeiten,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,schwitzen,6.65,3.8221401444,other cognate,schwitzen,V,0.5555555556
S18,ij-ei,TestOrderB,Training,7,komen,kommen,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,kommen,970.2,5.9836337243,other cognate,kommen,V,0.1428571429
S18,ij-ei,TestOrderB,Training,8,wereld,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Welt,475.06,5.6735392863,other cognate,welt,N,0.4285714286
S18,ij-ei,TestOrderB,Training,9,grijpen,greifen,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,greifen,25.71,4.4075214631,ij cognate,greifen,V,0.375
S18,ij-ei,TestOrderB,Training,10,scheef,schief,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,schief,29.14,4.4618307633,other cognate,schief,A,0.1428571429
S18,ij-ei,TestOrderB,Training,11,jaar,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Jahr,213.79,5.3268221898,other cognate,jahr,N,0.2
S18,ij-ei,TestOrderB,Training,12,verhaal,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Geschichte,223.2,5.3455256215,non-cognate,geschichte,N,0.7272727273
S18,ij-ei,TestOrderB,Training,13,streven,streben,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,streben,5.24,3.7193370521,other cognate,streben,V,0.125
S18,ij-ei,TestOrderB,Training,14,straat,staat,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Strasse,124.81,5.0931411907,other cognate,strasse,N,0.4285714286
S18,ij-ei,TestOrderB,Training,15,appel,apfel,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Apfel,7.87,3.8948968038,other cognate,apfel,N,0.1666666667
S18,ij-ei,TestOrderB,Training,16,mijl,mild,no,no,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Meile,9.49,3.9758190875,ij cognate,meile,N,0.4285714286
S18,ij-ei,TestOrderB,Training,17,eeuwig,ewig,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,ewig,60.99,4.7822937277,other cognate,ewig,A,0.2857142857
S18,ij-ei,TestOrderB,Training,18,knaap,knapp,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Knabe,5.67,3.7533431314,other cognate,knabe,N,0.3333333333
S18,ij-ei,TestOrderB,Training,19,mijn,mein,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,mein,2438.95,6.3839647381,ij cognate,mein,A,0.3333333333
S18,ij-ei,TestOrderB,Training,20,wijd,weit,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,weit,269.46,5.427312587,ij cognate,weit,A,0.5
S18,ij-ei,TestOrderB,Training,21,veertig,fertig,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,vierzig,4.29,3.6331796819,other cognate,vierzig,A,0.25
S18,ij-ei,TestOrderB,Training,22,slecht,schlecht,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,schlecht,196.11,5.2893417512,other cognate,schlecht,A,0.2222222222
S18,ij-ei,TestOrderB,Training,23,kijken,kicken,no,no,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,gucken,28.9,4.458243925,non-cognate,gucken,V,0.4285714286
S18,ij-ei,TestOrderB,Training,24,twijfel,zweifel,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Zweifel,35.32,4.5452593671,ij cognate,zweifel,N,0.375
S18,ij-ei,TestOrderB,Training,25,koud,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,kalt,80.51,4.9028169864,other cognate,kalt,A,0.6
S18,ij-ei,TestOrderB,Training,26,ijdel,eitel,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,eitel,1.73,3.2445738523,ij cognate,eitel,A,0.5
S18,ij-ei,TestOrderB,Training,27,dochter,tochter,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Tochter,214.58,5.3284237491,other cognate,tochter,N,0.125
S18,ij-ei,TestOrderB,Training,28,snappen,schnappen,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,raffen,0.24,2.4429368941,non-cognate,raffen,V,0.5
S18,ij-ei,TestOrderB,Training,29,gezicht,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Gesicht,195.05,5.2869884399,other cognate,gesicht,N,0.125
S18,ij-ei,TestOrderB,Training,30,fris,frisch,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,frisch,27.25,4.4327483636,other cognate,frisch,A,0.2857142857
S18,ij-ei,TestOrderB,Training,31,speler,spieler,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Spieler,21.34,4.3267497638,other cognate,spieler,N,0.125
S18,ij-ei,TestOrderB,Training,32,zijde,seite,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Seite,220.52,5.3402803459,ij cognate,seite,N,0.5714285714
S18,ij-ei,TestOrderB,Training,33,misschien,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,vielleicht,1236.82,6.0890751544,non-cognate,vielleicht,A,0.8
S18,ij-ei,TestOrderB,Training,34,regeren,regnen,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,regieren,6.3,3.7988010318,other cognate,regieren,V,0.125
S18,ij-ei,TestOrderB,Training,35,draad,draht,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Draht,5.95,3.7741360804,other cognate,draht,N,0.3333333333
S18,ij-ei,TestOrderB,Training,36,spreken,sprechen,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,sprechen,332.3,5.5183366246,other cognate,sprechen,V,0.25
S18,ij-ei,TestOrderB,Training,37,blijven,bleiben,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,bleiben,439.11,5.6393670959,ij cognate,bleiben,V,0.375
S18,ij-ei,TestOrderB,Training,38,lelijk,leicht,no,yes,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,hässlich,19.06,4.2777739061,non-cognate,hasslich,A,0.75
S18,ij-ei,TestOrderB,Training,39,betalen,pedalen,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,bezahlen,86.97,4.9363208619,other cognate,bezahlen,V,0.25
S18,ij-ei,TestOrderB,Training,40,zetten,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,setzen,139.14,5.1403297013,other cognate,setzen,V,0.2857142857
S18,ij-ei,TestOrderB,Training,41,trekken,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,ziehen,123.63,5.089016984,non-cognate,ziehen,V,0.5
S18,ij-ei,TestOrderB,Training,42,kist,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Kiste,31.5,4.4956078647,other cognate,kiste,N,0.2
S18,ij-ei,TestOrderB,Training,43,oorlog,ohrloch,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,Krieg,201.46,5.3010285262,non-cognate,krieg,N,0.5714285714
S18,ij-ei,TestOrderB,Training,44,rijden,reiten,yes,yes,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,reiten,19.65,4.2909866832,ij cognate,reiten,V,0.4285714286
S18,ij-ei,TestOrderB,Training,45,klinken,,no,NA,no,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,klingen,18.03,4.2536978767,other cognate,klingen,V,0.125
S18,ij-ei,TestOrderB,Training,46,boos,böse,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,böse,117.37,5.0664575935,other cognate,bose,A,0.3333333333
S18,ij-ei,TestOrderB,Training,47,hopen,hoffen,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,hoffen,38.27,4.5800598572,other cognate,hoffen,V,0.3333333333
S18,ij-ei,TestOrderB,Training,48,rood,rot,yes,NA,yes,,36,0,16,20,0.7,23,27,0.6875,3,woman,24,Sozialarbeit und Sozialpolitik/Recht,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Vietnamesisch",yes,rot,40.04,4.5996757327,other cognate,rot,A,0.4
S2,oe-u,TestOrderB,1,1,wapen,waffen,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Waffen,127.05,5.1008640623,other cognate,waffen,N,0.2857142857
S2,oe-u,TestOrderB,1,2,willen,wollen,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,wollen,887.87,5.9451234702,other cognate,wollen,V,0.1428571429
S2,oe-u,TestOrderB,1,3,moenter,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,munter,5.79,3.762376562,oe cognate,munter,A,0.25
S2,oe-u,TestOrderB,1,4,blij,gut,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,froh,117.8,5.0680452478,non-cognate,froh,A,0.8
S2,oe-u,TestOrderB,1,5,strijd,streit,yes,yes,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Streit,33.82,4.5264337225,ij cognate,streit,N,0.375
S2,oe-u,TestOrderB,1,6,openen,öffnen,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,öffnen,71.38,4.8505708543,other cognate,offnen,V,0.2857142857
S2,oe-u,TestOrderB,1,7,compleet,komplet,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,komplett,32.32,4.506754908,other cognate,komplett,A,0.2222222222
S2,oe-u,TestOrderB,1,8,gezoend,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,gesund,48.94,4.6867680382,oe cognate,gesund,A,0.375
S2,oe-u,TestOrderB,1,9,duf,doof,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,muffig,0.28,2.501050957,non-cognate,muffig,A,0.5714285714
S2,oe-u,TestOrderB,1,10,abdij,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Abtei,1.02,3.0218031059,ij cognate,abtei,N,0.5
S2,oe-u,TestOrderB,1,11,hoesten,husten,yes,yes,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,husten,7.05,3.847362564,oe cognate,husten,V,0.25
S2,oe-u,TestOrderB,1,12,overdreven,überfahren,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,übertrieben,14.84,4.1693394168,other cognate,ubertrieben,A,0.4545454545
S2,oe-u,TestOrderB,1,13,gebied,gebiet,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Gebiet,33.62,4.5238608325,other cognate,gebiet,N,0.1428571429
S2,oe-u,TestOrderB,1,14,slank,schlank,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,schlank,4.61,3.6641490773,other cognate,schlank,A,0.2857142857
S2,oe-u,TestOrderB,1,15,zeggen,streiten,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,sagen,1458.48,6.160667032,other cognate,sagen,V,0.4285714286
S2,oe-u,TestOrderB,1,16,zinken,,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,sinken,6.58,3.8175715846,other cognate,sinken,V,0.1428571429
S2,oe-u,TestOrderB,1,17,nat,nackt,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,nass,19.45,4.2865526639,other cognate,nass,A,0.4
S2,oe-u,TestOrderB,1,18,pakken,packen,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,packen,28.58,4.4534149222,other cognate,packen,V,0.1428571429
S2,oe-u,TestOrderB,1,19,afstand,aufstehen,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Abstand,12.09,4.0805931274,other cognate,abstand,N,0.125
S2,oe-u,TestOrderB,1,20,poetsen,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,putzen,12.24,4.0859309683,oe cognate,putzen,V,0.375
S2,oe-u,TestOrderB,1,21,laatst,,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,letzt,2.36,3.3768523221,other cognate,letzt,A,0.4285714286
S2,oe-u,TestOrderB,1,22,zwijn,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Schwein,62.09,4.7900517905,ij cognate,schwein,N,0.5555555556
S2,oe-u,TestOrderB,1,23,kiezen,küssen,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,wählen,32.84,4.5136783373,non-cognate,wahlen,V,0.5714285714
S2,oe-u,TestOrderB,1,24,leuk,laut,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,toll,298.95,5.4724105806,non-cognate,toll,A,0.8
S2,oe-u,TestOrderB,1,25,stad,stadt,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Stadt,303.52,5.4789984753,other cognate,stadt,N,0.1666666667
S2,oe-u,TestOrderB,1,26,hijt,heute,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,heiss,87.09,4.9369194116,ij cognate,heiss,A,0.5
S2,oe-u,TestOrderB,1,27,veranderen,verändern,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,verändern,31.46,4.4950567186,other cognate,verandern,V,0.0909090909
S2,oe-u,TestOrderB,1,28,zegen,zeigen,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Segen,13.07,4.1143367005,other cognate,segen,N,0.1666666667
S2,oe-u,TestOrderB,1,29,donderdag,donnerstag,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Donnerstag,19.76,4.2934062344,other cognate,donnerstag,N,0.3
S2,oe-u,TestOrderB,1,30,bijten,bitten,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,beissen,14.02,4.1447207364,ij cognate,beissen,V,0.375
S2,oe-u,TestOrderB,1,31,glad,glat,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,glatt,12.91,4.10900352,other cognate,glatt,A,0.3333333333
S2,oe-u,TestOrderB,1,32,plant,,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Pflanze,10.59,4.0232624155,other cognate,pflanze,N,0.4285714286
S2,oe-u,TestOrderB,1,33,sterven,sterben,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,sterben,323.75,5.5070174191,other cognate,sterben,V,0.125
S2,oe-u,TestOrderB,1,34,grap,,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Witz,83.19,4.9170314454,non-cognate,witz,N,0.8
S2,oe-u,TestOrderB,1,35,verliezen,verlieren,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,verlieren,130.28,5.1117638071,other cognate,verlieren,V,0.1
S2,oe-u,TestOrderB,1,36,tijd,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Zeit,1071.18,6.026633248,ij cognate,zeit,N,0.6666666667
S2,oe-u,TestOrderB,1,37,liever,leber,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,lieber,289.18,5.4579822084,other cognate,lieber,A,0.1428571429
S2,oe-u,TestOrderB,1,38,dwingen,zwingen,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,zwingen,21.26,4.3251216184,other cognate,zwingen,V,0.125
S2,oe-u,TestOrderB,1,39,broek,bruder,no,yes,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Hose,40.4,4.6035592274,non-cognate,hose,N,0.6666666667
S2,oe-u,TestOrderB,1,40,geluk,glück,yes,NA,yes,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Glück,277.73,5.4404391865,other cognate,gluck,N,0.2857142857
S2,oe-u,TestOrderB,1,41,overigens,,no,NA,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,übrigens,68.98,4.8357258305,other cognate,ubrigens,A,0.3
S2,oe-u,TestOrderB,1,42,groep,,no,no,no,,30,2,10,20,0.625,11,24,0.5267857143,2,man,20,HF: Math. NF: Philo,no,"Schweizerdeutsch (Dialekt), Hochdeutsch","Französisch, Englisch",yes,Gruppe,52.48,4.7170743504,oe cognate,gruppe,N,0.5
